year,county,state,sex_and_age_total_population,sex_and_age_total_population_male,sex_and_age_total_population_female,sex_and_age_total_population_sex_ratio_males_per_1,sex_and_age_total_population_under_5_years,sex_and_age_total_population_5_to_9_years,sex_and_age_total_population_10_to_14_years,sex_and_age_total_population_15_to_19_years,sex_and_age_total_population_20_to_24_years,sex_and_age_total_population_25_to_34_years,sex_and_age_total_population_35_to_44_years,sex_and_age_total_population_45_to_54_years,sex_and_age_total_population_55_to_59_years,sex_and_age_total_population_60_to_64_years,sex_and_age_total_population_65_to_74_years,sex_and_age_total_population_75_to_84_years,sex_and_age_total_population_85_years_and_over,sex_and_age_total_population_median_age_years,sex_and_age_total_population_under_18_years,sex_and_age_total_population_16_years_and_over,sex_and_age_total_population_18_years_and_over,sex_and_age_total_population_21_years_and_over,sex_and_age_total_population_62_years_and_over,sex_and_age_total_population_65_years_and_over,sex_and_age_total_population_18_years_and_over.1,sex_and_age_total_population_18_years_and_over_mal,sex_and_age_total_population_18_years_and_over_fem,sex_and_age_total_population_18_years_and_over_sex,sex_and_age_total_population_65_years_and_over.1,sex_and_age_total_population_65_years_and_over_mal,sex_and_age_total_population_65_years_and_over_fem,sex_and_age_total_population_65_years_and_over_sex,race_total_population,race_total_population_one_race,race_total_population_two_or_more_races,race_total_population_one_race.1,race_total_population_one_race_white,race_total_population_one_race_black_or_african_am,race_total_population_one_race_american_indian_and,race_total_population_one_race_american_indian_and.1,race_total_population_one_race_american_indian_and.2,race_total_population_one_race_american_indian_and.3,race_total_population_one_race_american_indian_and.4,race_total_population_one_race_american_indian_and.5,race_total_population_one_race_american_indian_and.6,state_fips,county_fips,race_total_population_one_race_american_indian_and.7,race_total_population_one_race_asian,race_total_population_one_race_asian_asian_indian,race_total_population_one_race_asian_chinese,race_total_population_one_race_asian_filipino,race_total_population_one_race_asian_japanese,race_total_population_one_race_asian_korean,race_total_population_one_race_asian_vietnamese,race_total_population_one_race_asian_other_asian,race_total_population_one_race_native_hawaiian_and,race_total_population_one_race_native_hawaiian_and.1,race_total_population_one_race_native_hawaiian_and.2,race_total_population_one_race_native_hawaiian_and.3,race_total_population_one_race_native_hawaiian_and.4,race_total_population_one_race_some_other_race,race_total_population_two_or_more_races.1,race_total_population_two_or_more_races_white_and_,race_total_population_two_or_more_races_white_and_.1,race_total_population_two_or_more_races_white_and_.2,race_total_population_two_or_more_races_white_and_.3,race_total_population_two_or_more_races_black_or_a,race_total_population_two_or_more_races_black_or_a.1,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe.1,race_alone_or_in_combination_with_one_or_more_othe.2,race_alone_or_in_combination_with_one_or_more_othe.3,race_alone_or_in_combination_with_one_or_more_othe.4,race_alone_or_in_combination_with_one_or_more_othe.5,race_alone_or_in_combination_with_one_or_more_othe.6,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa.1,hispanic_or_latino_and_race_total_population_hispa.2,hispanic_or_latino_and_race_total_population_hispa.3,hispanic_or_latino_and_race_total_population_hispa.4,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h.1,hispanic_or_latino_and_race_total_population_not_h.2,hispanic_or_latino_and_race_total_population_not_h.3,hispanic_or_latino_and_race_total_population_not_h.4,hispanic_or_latino_and_race_total_population_not_h.5,hispanic_or_latino_and_race_total_population_not_h.6,hispanic_or_latino_and_race_total_population_not_h.7,hispanic_or_latino_and_race_total_population_not_h.8,hispanic_or_latino_and_race_total_population_not_h.9,total_housing_units,citizen_voting_age_population_citizen_18_and_over_,citizen_voting_age_population_citizen_18_and_over_.1,citizen_voting_age_population_citizen_18_and_over_.2
2023,Cass County,Missouri,109393,53660,55733,96.3,6238,7069,7828,7198,5857,13038,14164,13671,8349,6873,10928,5905,2275,40.1,25937,86850,83456,80142,23157,19108,83456,40439,43017,94.0,19108,8474,10634,79.7,109393,101764,7629,101764,93594,4970,259,4,0,33,0,8,0,29,37,214,773,104,118,212,56,89,24,170,118,45,0,17,56,2050,7629,1572,1238,692,3405,16,29,109393,101003,6789,1805,1673,412,5768,109393,5828,3384,849,102,1493,103565,92350,4858,196,773,116,768,4504,958,3546,44928,82791,40154,42637
2023,Cedar County,Missouri,14440,7383,7057,104.6,1008,863,956,941,676,1406,1467,1656,780,1278,1872,1300,237,44.5,3495,11380,10945,10576,4056,3409,10945,5532,5413,102.2,3409,1652,1757,94.0,14440,13807,633,13807,13547,63,44,0,0,0,0,0,0,29,39,44,0,0,0,0,0,0,0,0,0,0,0,0,0,153,633,20,405,36,136,0,0,14440,14180,83,485,36,0,325,14440,297,238,0,22,37,14143,13375,63,44,0,0,77,584,123,461,6964,10886,5491,5395
2023,Chariton County,Missouri,7406,3705,3701,100.1,459,428,548,449,350,706,742,795,518,560,986,610,255,45.2,1716,5919,5690,5405,2232,1851,5690,2796,2894,96.6,1851,849,1002,84.7,7406,7198,208,7198,6914,199,12,0,0,0,0,0,0,29,41,12,0,0,0,0,0,0,0,0,0,0,0,0,0,73,208,66,59,0,83,0,0,7406,7122,265,71,0,0,156,7406,67,12,0,0,55,7339,6892,195,7,0,0,47,198,73,125,3797,5638,2761,2877
2023,Christian County,Missouri,91229,44601,46628,95.7,5547,5946,7499,5904,4508,11470,12730,11310,5737,5703,8988,4498,1389,39.3,23059,70873,68170,65532,18435,14875,68170,32909,35261,93.3,14875,6720,8155,82.4,91229,87069,4160,87069,84186,714,293,0,0,59,0,31,0,29,43,203,759,164,64,132,3,158,236,2,160,82,66,0,12,957,4160,718,1211,380,1451,0,0,91229,88307,1555,1573,1199,413,2471,91229,3264,2474,200,0,590,87965,83080,714,178,759,77,306,2851,673,2178,35972,67001,32496,34505
2023,Clark County,Missouri,6680,3412,3268,104.4,399,449,464,492,201,700,734,818,542,480,815,398,188,43.5,1586,5271,5094,4792,1635,1401,5094,2574,2520,102.1,1401,675,726,93.0,6680,6487,193,6487,6392,26,28,0,0,0,0,0,0,29,45,28,29,25,0,0,0,0,4,0,0,0,0,0,0,12,193,20,77,0,93,0,0,6680,6585,46,108,29,0,108,6680,61,24,2,0,35,6619,6390,26,28,29,0,0,146,49,97,3233,5088,2574,2514
2023,Clay County,Missouri,255566,126284,129282,97.7,15524,16921,17529,16371,14473,36595,36451,32512,15113,16016,23105,11235,3721,37.6,60815,202089,194751,186143,46931,38061,194751,95120,99631,95.5,38061,16970,21091,80.5,255566,236766,18800,236766,204665,17320,823,63,0,0,0,0,0,29,47,760,6252,1126,744,472,408,92,2342,1068,903,6,61,51,785,6803,18800,5296,2325,1988,7139,177,471,255566,222609,23843,4150,8725,1191,14939,255566,19687,12006,1980,948,4753,235879,198802,16894,498,6209,903,780,11793,2220,9573,106689,190264,92694,97570
2023,Clinton County,Missouri,21259,10622,10637,99.9,1150,1408,1357,1460,1089,2428,2545,2716,1225,1965,2242,1089,585,42.1,4900,16979,16359,15637,5051,3916,16359,8118,8241,98.5,3916,1864,2052,90.8,21259,20334,925,20334,19810,157,19,0,0,0,0,0,0,29,49,19,90,44,0,22,6,0,18,0,13,0,0,0,13,245,925,274,258,64,274,41,0,21259,20694,486,332,154,13,519,21259,543,296,0,16,231,20716,19603,157,19,90,13,40,794,143,651,9019,16227,8037,8190
2023,Cole County,Missouri,76924,38869,38055,102.1,4460,4406,5163,4877,4767,10079,10485,9163,4630,5401,8091,3951,1451,39.7,17099,61961,59825,57215,16843,13493,59825,30273,29552,102.4,13493,6005,7488,80.2,76924,73115,3809,73115,62304,8647,147,0,6,85,0,9,0,29,51,47,1250,552,268,235,32,12,109,42,7,0,5,2,0,760,3809,1290,487,142,1382,201,3,76924,65894,10351,909,1422,63,2338,76924,2721,2064,217,3,437,74203,61315,8609,62,1213,7,400,2597,562,2035,33385,58754,29800,28954
2023,Cooper County,Missouri,16835,8451,8384,100.8,1049,1024,1047,1009,1144,2063,1976,1961,1123,1222,1855,955,407,39.9,3794,13491,13041,12567,4101,3217,13041,6525,6516,100.1,3217,1418,1799,78.8,16835,16018,817,16018,14916,948,27,0,0,0,0,0,0,29,53,27,67,0,16,22,18,0,0,11,0,0,0,0,0,60,817,215,185,95,301,18,0,16835,15715,1181,233,162,0,364,16835,346,155,23,0,168,16489,14839,928,19,67,0,37,599,96,503,7276,12999,6501,6498
2023,Crawford County,Missouri,22890,11394,11496,99.1,1321,1443,1373,1461,1151,2582,2690,2690,1567,1867,2817,1400,528,42.3,5109,18317,17781,17158,5753,4745,17781,8843,8938,98.9,4745,2166,2579,84.0,22890,21873,1017,21873,21498,137,40,0,0,0,0,0,0,29,55,40,27,0,0,13,8,0,6,0,52,0,52,0,0,119,1017,115,305,25,558,5,0,22890,22510,263,356,52,55,677,22890,526,362,0,32,132,22364,21256,137,34,27,52,62,796,337,459,11423,17724,8796,8928
2023,Dade County,Missouri,7627,3880,3747,103.5,379,471,419,471,336,695,867,930,633,561,1106,513,246,46.7,1592,6239,6035,5838,2192,1865,6035,3031,3004,100.9,1865,857,1008,85.0,7627,7229,398,7229,7135,29,29,0,0,0,0,0,0,29,57,29,28,0,6,18,0,1,3,0,2,0,1,1,0,6,398,19,260,22,55,0,0,7627,7525,53,315,60,12,93,7627,162,87,0,13,62,7465,7075,29,29,28,2,3,299,26,273,3790,6011,3023,2988
2023,Dallas County,Missouri,17344,8515,8829,96.4,1152,1132,1184,1068,764,1960,1989,1984,951,1555,2203,1180,222,42.5,4175,13573,13169,12664,4465,3605,13169,6401,6768,94.6,3605,1671,1934,86.4,17344,16601,743,16601,16513,32,33,0,1,0,0,0,0,29,59,32,3,0,0,0,0,0,0,3,0,0,0,0,0,20,743,8,588,0,136,0,11,17344,17245,51,621,3,0,167,17344,374,329,25,0,20,16970,16198,32,33,3,0,0,704,108,596,7610,13148,6401,6747
2023,Daviess County,Missouri,8449,4241,4208,100.8,575,633,495,601,457,871,911,974,555,584,1068,535,190,40.6,2098,6638,6351,6016,2135,1793,6351,3198,3153,101.4,1793,893,900,99.2,8449,8261,188,8261,8114,76,11,0,0,0,0,0,0,29,61,11,25,0,17,3,0,5,0,0,4,0,4,0,0,31,188,22,88,4,68,0,0,8449,8302,101,105,29,4,102,8449,144,63,28,0,53,8305,8054,76,11,25,4,0,135,24,111,4140,6314,3173,3141
2023,DeKalb County,Missouri,11176,6487,4689,138.3,516,678,520,587,648,1584,1457,1446,808,840,1117,740,235,42.3,2105,9325,9071,8780,2715,2092,9071,5398,3673,147.0,2092,955,1137,84.0,11176,10747,429,10747,9863,742,38,0,0,0,0,3,0,29,63,35,80,12,1,51,0,0,5,11,0,0,0,0,0,24,429,76,151,1,138,11,0,11176,10281,833,229,87,27,177,11176,262,191,15,14,42,10914,9721,736,38,77,0,11,331,64,267,4277,8925,5314,3611
2023,Dent County,Missouri,14506,7237,7269,99.6,824,774,1100,850,699,1466,1671,1744,1149,1070,1801,939,419,43.8,3278,11627,11228,10792,3820,3159,11228,5527,5701,96.9,3159,1430,1729,82.7,14506,13804,702,13804,13376,83,87,0,0,0,0,0,0,29,65,87,129,0,84,7,0,0,38,0,12,0,0,12,0,117,702,94,230,22,318,0,0,14506,14075,177,352,178,12,449,14506,308,242,33,0,33,14198,13299,69,63,129,12,8,618,276,342,6834,11108,5523,5585
2023,Douglas County,Missouri,11850,6010,5840,102.9,645,799,695,766,474,1059,1287,1414,691,1063,1749,854,354,46.6,2699,9485,9151,8861,3534,2957,9151,4562,4589,99.4,2957,1404,1553,90.4,11850,11284,566,11284,10996,112,134,0,0,0,0,0,0,29,67,134,9,0,0,9,0,0,0,0,0,0,0,0,0,33,566,47,234,153,127,0,0,11850,11562,164,373,167,0,160,11850,112,78,14,0,20,11738,10990,112,134,9,0,24,469,35,434,5397,9079,4538,4541
2023,Dunklin County,Missouri,27795,13293,14502,91.7,1854,1822,2300,1867,1602,3014,3214,3251,1935,1798,2975,1521,642,39.5,7188,21415,20607,19405,6137,5138,20607,9600,11007,87.2,5138,2149,2989,71.9,27795,24565,3230,24565,21955,2184,13,0,0,0,0,0,0,29,69,13,77,7,8,36,6,20,0,0,23,0,0,23,0,313,3230,341,1077,193,1565,5,0,27795,25176,2562,1112,277,23,1927,27795,2055,2006,0,2,47,25740,21058,2167,13,77,0,38,2387,777,1610,13451,20037,9323,10714
2023,Franklin County,Missouri,105316,52582,52734,99.7,6091,6978,6288,6518,5686,12601,12567,12825,8200,8045,11723,5848,1946,41.4,23768,84412,81548,78218,24417,19517,81548,40481,41067,98.6,19517,8926,10591,84.3,105316,96855,8461,96855,94575,872,96,0,6,0,0,1,0,29,71,89,488,142,85,109,15,109,20,8,44,0,44,0,0,780,8461,469,794,333,6117,9,72,105316,102694,1848,1310,1154,73,7147,105316,2343,1375,251,106,611,102973,93937,855,82,438,44,223,7394,5313,2081,45843,80734,40118,40616
2023,Gasconade County,Missouri,14774,7506,7268,103.3,736,831,850,900,749,1515,1560,1864,1287,1101,1959,996,426,46.3,3006,12161,11768,11324,4028,3381,11768,5887,5881,100.1,3381,1589,1792,88.7,14774,14321,453,14321,14104,136,34,0,0,0,0,0,0,29,73,34,15,0,0,15,0,0,0,0,29,0,0,0,29,3,453,51,129,1,214,0,0,14774,14557,213,191,16,54,229,14774,224,111,0,10,103,14550,13965,136,34,15,29,0,371,165,206,7597,11746,5877,5869
2023,Gentry County,Missouri,6224,3021,3203,94.3,428,447,419,418,293,705,741,696,508,403,662,354,150,40.5,1570,4830,4654,4448,1374,1166,4654,2280,2374,96.0,1166,544,622,87.5,6224,6120,104,6120,5981,23,0,0,0,0,0,0,0,29,75,0,75,0,27,12,27,9,0,0,0,0,0,0,0,41,104,6,32,56,9,0,0,6224,6084,29,33,131,0,51,6224,112,49,9,0,54,6112,5904,23,0,75,0,11,99,5,94,2928,4624,2280,2344
2023,Greene County,Missouri,301121,147413,153708,95.9,16923,17508,17932,20111,29889,42526,37258,33094,17508,17628,29197,15175,6372,36.4,63080,245395,238041,222679,61230,50744,238041,114787,123254,93.1,50744,21908,28836,76.0,301121,282231,18890,282231,261044,8796,868,20,17,0,0,29,0,29,77,802,5774,674,1027,971,151,475,1025,1451,448,13,116,176,143,5301,18890,4169,3583,2144,6079,282,501,301121,278701,14889,5845,8826,989,12484,301121,14950,8224,2186,231,4309,286171,255038,8610,617,5730,408,1641,14127,2744,11383,137930,232995,111994,121001
2023,Grundy County,Missouri,9822,4809,5013,95.9,714,803,602,627,455,1150,1043,972,618,702,1089,726,321,39.7,2514,7597,7308,6967,2566,2136,7308,3556,3752,94.8,2136,959,1177,81.5,9822,9413,409,9413,9190,50,11,0,0,0,0,0,0,29,79,11,89,0,32,42,0,6,0,9,1,0,0,1,0,72,409,89,92,41,181,0,0,9822,9598,139,104,131,6,254,9822,260,235,2,0,23,9562,9095,46,11,87,0,32,291,65,226,4851,7257,3529,3728
2023,Harrison County,Missouri,8198,4089,4109,99.5,550,538,594,542,395,801,931,867,534,620,969,560,297,40.9,2056,6381,6142,5829,2207,1826,6142,3046,3096,98.4,1826,810,1016,79.7,8198,7993,205,7993,7868,62,32,0,0,0,0,24,0,29,81,8,20,0,0,8,0,11,1,0,1,0,0,0,1,10,205,53,78,14,60,0,0,8198,8073,115,110,34,1,70,8198,191,147,0,0,44,8007,7739,62,32,20,1,0,153,39,114,4023,6074,3009,3065
2023,Henry County,Missouri,22194,10942,11252,97.2,1283,1396,1397,1336,1096,2418,2545,2481,1662,1638,2843,1511,588,44.1,4957,17787,17237,16579,5952,4942,17237,8476,8761,96.7,4942,2266,2676,84.7,22194,20973,1221,20973,20633,160,48,0,0,0,0,0,0,29,83,48,52,23,22,1,5,0,1,0,1,1,0,0,0,79,1221,284,292,89,503,7,2,22194,21844,467,390,171,2,584,22194,650,220,42,40,348,21544,20405,160,48,52,1,15,863,178,685,10708,17157,8427,8730
2023,Hickory County,Missouri,8501,4297,4204,102.2,341,402,456,408,457,527,771,858,593,932,1526,812,418,55.2,1488,7200,7013,6717,3174,2756,7013,3470,3543,97.9,2756,1337,1419,94.2,8501,8157,344,8157,8075,11,1,0,0,0,0,0,0,29,85,1,45,10,0,12,0,0,0,23,0,0,0,0,0,25,344,14,264,12,44,0,0,8501,8414,25,275,57,10,69,8501,144,36,83,0,25,8357,7963,7,1,45,0,0,341,41,300,5502,7013,3470,3543
2023,Holt County,Missouri,4254,2115,2139,98.9,219,207,273,280,170,420,396,522,361,308,590,274,234,47.8,863,3493,3391,3255,1265,1098,3391,1673,1718,97.4,1098,505,593,85.2,4254,4103,151,4103,4032,33,9,0,0,0,0,0,0,29,87,9,15,0,1,1,0,0,8,5,0,0,0,0,0,14,151,12,96,6,37,0,0,4254,4183,45,105,21,0,51,4254,71,29,0,0,42,4183,4008,33,9,15,0,0,118,27,91,2420,3369,1661,1708
2023,Howard County,Missouri,10141,5023,5118,98.1,573,519,735,927,879,1021,1094,1035,628,711,1207,594,218,38.3,2238,8163,7903,7137,2414,2019,7903,3849,4054,94.9,2019,919,1100,83.5,10141,9692,449,9692,8873,540,154,0,0,0,0,0,0,29,89,154,46,0,32,14,0,0,0,0,5,0,0,0,5,74,449,42,79,6,223,0,0,10141,9303,585,257,111,80,315,10141,216,166,7,0,43,9925,8818,530,37,46,5,56,433,230,203,4381,7859,3830,4029
2023,Howell County,Missouri,40168,19584,20584,95.1,2417,2776,2800,2607,2224,4608,4666,4811,2219,3063,4583,2462,932,40.1,9774,31632,30394,29035,9595,7977,30394,14577,15817,92.2,7977,3566,4411,80.8,40168,38296,1872,38296,37439,177,98,0,0,0,0,11,0,29,91,87,207,29,31,86,2,5,50,4,0,0,0,0,0,375,1872,222,612,164,745,0,0,40168,39294,467,782,415,20,1174,40168,975,559,19,0,397,39193,37117,151,97,204,0,301,1323,228,1095,18104,30190,14491,15699
2023,Iron County,Missouri,9482,4716,4766,99.0,475,673,454,584,432,982,1116,1182,844,617,1225,607,291,45.3,2002,7662,7480,7239,2471,2123,7480,3701,3779,97.9,2123,955,1168,81.8,9482,9026,456,9026,8788,75,12,0,1,0,0,0,0,29,93,11,83,24,0,41,0,13,5,0,9,0,0,0,9,59,456,91,138,10,173,0,0,9482,9239,203,184,99,15,241,9482,199,113,38,30,18,9283,8751,75,12,30,9,10,396,117,279,4704,7445,3672,3773
2023,Jackson County,Missouri,717021,348283,368738,94.5,44687,47134,47811,44902,43776,109945,95028,82613,43998,45736,66850,30918,13623,36.9,168392,567675,548629,525170,137638,111391,548629,262663,285966,91.9,111391,48480,62911,77.1,717021,658512,58509,658512,449853,161426,2721,175,15,287,0,30,0,29,95,2214,12853,2683,1906,2070,254,1125,2156,2659,2055,99,257,1409,290,29604,58509,10566,5718,4805,29163,1403,1362,717021,504346,178234,12784,19236,3576,61789,717021,79383,55102,2933,2127,19221,637638,428371,160230,1048,12511,1976,3854,29648,4792,24856,333385,526561,251894,274667
2023,Jasper County,Missouri,123532,60660,62872,96.5,7983,8911,8489,8476,8450,16652,16017,14299,7548,7137,11601,5904,2065,36.6,30653,96317,92879,87895,23847,19570,92879,45035,47844,94.1,19570,8458,11112,76.1,123532,113583,9949,113583,105311,2201,1033,0,3,43,0,0,0,29,97,987,1718,127,148,305,60,38,482,558,424,0,56,6,362,2896,9949,1695,2724,312,4086,135,61,123532,114990,4601,4279,2263,559,7577,123532,11775,5312,581,45,5837,111757,100272,2059,831,1683,424,425,6063,893,5170,53749,89759,43389,46370
2023,Jefferson County,Missouri,228227,114066,114161,99.9,12861,14420,15252,14069,12517,27941,31402,29321,16458,17216,23572,9750,3448,40.2,51996,182444,176231,169134,46033,36770,176231,87440,88791,98.5,36770,16906,19864,85.1,228227,212465,15762,212465,205419,2432,284,76,4,3,0,0,0,29,99,201,2350,247,637,483,10,324,35,614,60,0,19,41,0,1920,15762,1939,1571,480,11175,0,108,228227,221015,4618,2194,3014,177,13382,228227,5793,3087,558,98,2050,222434,203032,2431,191,2297,60,674,13749,9447,4302,93276,174766,86576,88190
2023,Johnson County,Missouri,54331,27793,26538,104.7,3444,3410,3347,4465,7495,7759,6371,5060,3045,2922,4211,1993,809,31.3,11988,43557,42343,38080,8567,7013,42343,21703,20640,105.2,7013,3403,3610,94.3,54331,50779,3552,50779,46858,2036,119,0,11,6,0,4,0,29,101,98,907,202,34,207,107,180,23,154,159,0,0,39,120,700,3552,782,741,387,1105,0,2,54331,50344,3075,1132,1447,312,2003,54331,2742,1579,433,48,682,51589,45820,2016,79,878,159,320,2317,267,2050,22663,41530,21297,20233
2023,Knox County,Missouri,3760,1912,1848,103.5,301,218,255,215,261,388,359,416,250,307,438,282,70,39.8,929,2946,2831,2647,972,790,2831,1431,1400,102.2,790,359,431,83.3,3760,3701,59,3701,3584,34,1,0,0,0,0,0,0,29,103,1,8,0,0,7,0,0,0,1,72,0,0,0,72,2,59,0,7,0,34,0,0,3760,3625,34,8,26,90,36,3760,14,0,0,0,14,3746,3583,34,1,8,72,0,48,23,25,1940,2827,1430,1397
2023,Laclede County,Missouri,36245,18171,18074,100.5,2386,2441,2435,2555,1844,4216,4443,4338,2702,2375,3839,1965,706,39.6,8989,28391,27256,26001,7867,6510,27256,13495,13761,98.1,6510,2993,3517,85.1,36245,34286,1959,34286,33148,260,136,0,0,0,0,7,0,29,105,129,248,20,80,45,12,68,0,23,42,0,26,16,0,452,1959,309,450,143,797,0,13,36245,35094,741,770,391,42,1413,36245,1033,866,34,0,133,35212,32925,260,136,248,42,114,1487,525,962,15951,27060,13451,13609
2023,Lafayette County,Missouri,32974,16512,16462,100.3,1814,1880,2513,2106,1690,3825,4169,3964,2748,2025,3521,2049,670,40.9,7603,26449,25371,24395,7322,6240,25371,12534,12837,97.6,6240,2948,3292,89.6,32974,31502,1472,31502,30218,574,81,0,0,0,0,0,0,29,107,81,206,0,144,62,0,0,0,0,0,0,0,0,0,423,1472,454,317,37,562,2,0,32974,31683,1064,462,293,50,1015,32974,1096,890,117,9,80,31878,29941,574,81,206,0,74,1002,123,879,14183,25003,12324,12679
2023,Lawrence County,Missouri,38392,19320,19072,101.3,2523,2760,2728,2715,2129,4413,4700,4500,2441,2537,3930,2169,847,39.0,9774,29791,28618,27379,8555,6946,28618,14214,14404,98.7,6946,3252,3694,88.0,38392,35834,2558,35834,34241,97,157,0,7,0,0,5,0,29,109,145,179,0,16,107,0,12,5,39,18,0,16,2,0,1142,2558,348,826,146,1181,21,0,38392,36775,474,1020,325,38,2331,38392,3161,2596,250,0,315,35231,33313,97,131,179,18,165,1328,222,1106,16280,27853,13714,14139
2023,Lewis County,Missouri,9945,5100,4845,105.3,500,540,691,966,935,1013,1030,1021,755,617,1028,560,289,38.2,2134,8116,7811,6991,2195,1877,7811,3978,3833,103.8,1877,883,994,88.8,9945,9543,402,9543,9167,302,8,0,0,0,0,0,0,29,111,8,46,7,4,0,14,21,0,0,16,0,0,0,16,4,402,22,89,42,108,52,9,9945,9508,462,226,91,16,124,9945,120,38,0,0,82,9825,9150,302,8,46,16,3,300,18,282,4315,7747,3927,3820
2023,Lincoln County,Missouri,61636,31067,30569,101.6,4165,4843,3853,3963,3244,8527,8343,7407,4251,4225,5592,2338,885,37.5,15572,48026,46064,44127,11297,8815,46064,23088,22976,100.5,8815,4225,4590,92.0,61636,58934,2702,58934,57067,1171,48,0,6,21,0,0,0,29,113,21,212,6,33,143,0,15,4,11,76,0,73,0,3,360,2702,590,508,264,1064,15,1,61636,59729,1876,689,506,194,1499,61636,1708,1181,141,146,240,59928,56777,1057,27,212,76,40,1739,224,1515,23600,45774,23006,22768
2023,Linn County,Missouri,11850,5813,6037,96.3,651,813,807,802,601,1304,1349,1318,854,836,1464,791,260,42.4,2810,9436,9040,8691,3071,2515,9040,4382,4658,94.1,2515,1119,1396,80.2,11850,11489,361,11489,11265,81,43,0,0,0,0,1,0,29,115,42,51,0,0,0,7,0,19,25,11,0,0,10,1,38,361,90,39,23,195,0,0,11850,11625,179,94,74,13,240,11850,340,230,2,4,104,11510,11127,81,38,51,11,0,202,40,162,6007,8980,4357,4623
2023,Livingston County,Missouri,14330,6423,7907,81.2,766,851,949,886,770,1938,1939,1629,831,913,1502,926,430,39.9,3149,11501,11181,10790,3392,2858,11181,4840,6341,76.3,2858,1277,1581,80.8,14330,13816,514,13816,13197,423,49,0,0,0,0,0,0,29,117,49,98,29,3,26,2,13,8,17,8,2,3,2,1,41,514,91,67,48,213,6,13,14330,13687,582,177,162,19,287,14330,273,165,61,6,41,14057,13158,423,49,93,4,29,301,81,220,6376,11123,4837,6286
2023,McDonald County,Missouri,23492,12046,11446,105.2,1523,1694,1728,1593,1337,2828,2828,2954,1673,1628,2245,1225,236,38.1,6013,18203,17479,16643,4705,3706,17479,8793,8686,101.2,3706,1785,1921,92.9,23492,20143,3349,20143,16904,458,333,0,0,50,0,0,0,29,119,283,301,0,0,0,0,43,13,245,762,0,0,0,762,1385,3349,99,590,143,2170,83,0,23492,20046,757,1163,551,811,3607,23492,2880,2159,3,16,702,20612,16146,458,281,289,762,203,2473,1347,1126,9807,15939,7924,8015
2023,Macon County,Missouri,15163,7467,7696,97.0,800,797,1266,1026,786,1563,1613,1907,836,1246,1861,1057,405,42.9,3565,12058,11598,11138,4063,3323,11598,5676,5922,95.8,3323,1537,1786,86.1,15163,14573,590,14573,13992,359,16,0,0,0,0,0,0,29,121,16,102,16,50,31,0,5,0,0,0,0,0,0,0,104,590,157,112,56,199,2,0,15163,14550,574,133,211,8,303,15163,276,252,6,0,18,14887,13975,311,16,102,0,32,451,71,380,7425,11556,5654,5902
2023,Madison County,Missouri,12665,6371,6294,101.2,629,888,763,905,711,1452,1520,1561,1009,821,1397,812,197,41.4,2975,10220,9690,9322,2928,2406,9690,4780,4910,97.4,2406,1098,1308,83.9,12665,12124,541,12124,11936,49,36,0,0,0,0,0,0,29,123,36,46,0,0,28,1,16,0,1,0,0,0,0,0,57,541,7,244,73,196,0,0,12665,12477,74,298,119,3,253,12665,335,99,173,0,63,12330,11742,49,36,46,0,14,443,99,344,5853,9647,4767,4880
2023,Maries County,Missouri,8435,4223,4212,100.3,407,378,572,473,476,869,1005,1042,623,715,1078,653,144,45.4,1715,6889,6720,6438,2291,1875,6720,3359,3361,99.9,1875,888,987,90.0,8435,7997,438,7997,7883,14,55,0,0,0,0,0,0,29,125,55,8,0,0,0,8,0,0,0,0,0,0,0,0,37,438,28,177,27,199,0,0,8435,8321,42,232,42,0,243,8435,160,16,21,0,123,8275,7760,14,55,8,0,18,420,181,239,4269,6676,3337,3339
2023,Marion County,Missouri,28493,13853,14640,94.6,1967,1885,1765,1830,1762,3345,3540,3257,1617,2205,3169,1437,714,39.4,6741,22561,21752,20567,6549,5320,21752,10560,11192,94.4,5320,2428,2892,84.0,28493,27252,1241,27252,25518,1481,60,0,6,0,0,0,0,29,127,54,98,14,30,0,0,12,2,40,8,0,8,0,0,87,1241,479,148,6,224,0,2,28493,26736,2308,553,124,25,333,28493,560,224,0,0,336,27933,25473,1481,60,98,8,31,782,121,661,12886,21646,10546,11100
2023,Mercer County,Missouri,3501,1730,1771,97.7,250,179,251,246,195,369,392,344,242,273,426,231,103,40.8,843,2713,2658,2471,901,760,2658,1316,1342,98.1,760,366,394,-666666666.0,3501,3392,109,3392,3247,9,22,0,0,8,0,0,0,29,129,14,36,0,0,6,0,15,0,15,0,0,0,0,0,78,109,0,36,14,50,0,0,3501,3356,9,58,59,0,137,3501,155,108,5,0,42,3346,3203,9,14,36,0,0,84,34,50,1908,2581,1273,1308
