year,county,state,sex_and_age_total_population,sex_and_age_total_population_male,sex_and_age_total_population_female,sex_and_age_total_population_sex_ratio_males_per_1,sex_and_age_total_population_under_5_years,sex_and_age_total_population_5_to_9_years,sex_and_age_total_population_10_to_14_years,sex_and_age_total_population_15_to_19_years,sex_and_age_total_population_20_to_24_years,sex_and_age_total_population_25_to_34_years,sex_and_age_total_population_35_to_44_years,sex_and_age_total_population_45_to_54_years,sex_and_age_total_population_55_to_59_years,sex_and_age_total_population_60_to_64_years,sex_and_age_total_population_65_to_74_years,sex_and_age_total_population_75_to_84_years,sex_and_age_total_population_85_years_and_over,sex_and_age_total_population_median_age_years,sex_and_age_total_population_under_18_years,sex_and_age_total_population_16_years_and_over,sex_and_age_total_population_18_years_and_over,sex_and_age_total_population_21_years_and_over,sex_and_age_total_population_62_years_and_over,sex_and_age_total_population_65_years_and_over,sex_and_age_total_population_18_years_and_over.1,sex_and_age_total_population_18_years_and_over_mal,sex_and_age_total_population_18_years_and_over_fem,sex_and_age_total_population_18_years_and_over_sex,sex_and_age_total_population_65_years_and_over.1,sex_and_age_total_population_65_years_and_over_mal,sex_and_age_total_population_65_years_and_over_fem,sex_and_age_total_population_65_years_and_over_sex,race_total_population,race_total_population_one_race,race_total_population_two_or_more_races,race_total_population_one_race.1,race_total_population_one_race_white,race_total_population_one_race_black_or_african_am,race_total_population_one_race_american_indian_and,race_total_population_one_race_american_indian_and.1,race_total_population_one_race_american_indian_and.2,race_total_population_one_race_american_indian_and.3,race_total_population_one_race_american_indian_and.4,race_total_population_one_race_asian,race_total_population_one_race_asian_asian_indian,state_fips,county_fips,race_total_population_one_race_asian_chinese,race_total_population_one_race_asian_filipino,race_total_population_one_race_asian_japanese,race_total_population_one_race_asian_korean,race_total_population_one_race_asian_vietnamese,race_total_population_one_race_asian_other_asian,race_total_population_one_race_native_hawaiian_and,race_total_population_one_race_native_hawaiian_and.1,race_total_population_one_race_native_hawaiian_and.2,race_total_population_one_race_native_hawaiian_and.3,race_total_population_one_race_native_hawaiian_and.4,race_total_population_one_race_some_other_race,race_total_population_two_or_more_races.1,race_total_population_two_or_more_races_white_and_,race_total_population_two_or_more_races_white_and_.1,race_total_population_two_or_more_races_white_and_.2,race_total_population_two_or_more_races_white_and_.3,race_total_population_two_or_more_races_black_or_a,race_total_population_two_or_more_races_black_or_a.1,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe.1,race_alone_or_in_combination_with_one_or_more_othe.2,race_alone_or_in_combination_with_one_or_more_othe.3,race_alone_or_in_combination_with_one_or_more_othe.4,race_alone_or_in_combination_with_one_or_more_othe.5,race_alone_or_in_combination_with_one_or_more_othe.6,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa.1,hispanic_or_latino_and_race_total_population_hispa.2,hispanic_or_latino_and_race_total_population_hispa.3,hispanic_or_latino_and_race_total_population_hispa.4,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h.1,hispanic_or_latino_and_race_total_population_not_h.2,hispanic_or_latino_and_race_total_population_not_h.3,hispanic_or_latino_and_race_total_population_not_h.4,hispanic_or_latino_and_race_total_population_not_h.5,hispanic_or_latino_and_race_total_population_not_h.6,hispanic_or_latino_and_race_total_population_not_h.7,hispanic_or_latino_and_race_total_population_not_h.8,hispanic_or_latino_and_race_total_population_not_h.9,total_housing_units,citizen_voting_age_population_citizen_18_and_over_,citizen_voting_age_population_citizen_18_and_over_.1,citizen_voting_age_population_citizen_18_and_over_.2
2022,Pipestone County,Minnesota,9380,4617,4763,96.9,670,617,812,620,417,1006,1064,990,640,627,979,632,306,40.0,2541,7148,6839,6629,2316,1917,6839,3311,3528,93.8,1917,843,1074,78.5,9380,8798,582,8798,8282,240,93,0,9,0,27,80,1,27,117,0,38,5,0,0,36,36,0,0,36,0,67,582,126,132,28,265,19,1,9380,8838,389,247,114,38,339,9380,715,438,121,1,155,8665,7994,59,83,80,0,21,428,143,285,4339,6621,3214,3407
2022,Polk County,Minnesota,31128,15992,15136,105.7,2023,2166,2128,2093,1736,3831,3711,3297,2346,1974,3211,1787,825,39.3,7629,24451,23499,22419,6971,5823,23499,11871,11628,102.1,5823,2676,3147,85.0,31128,29449,1679,29449,27271,787,389,0,285,17,6,334,18,27,119,207,46,2,25,1,35,8,0,4,0,4,660,1679,196,398,42,755,23,12,31128,28903,1105,980,394,74,1526,31128,2118,1664,81,86,287,29010,26418,752,375,334,8,229,894,143,751,14672,23170,11706,11464
2022,Pope County,Minnesota,11312,5798,5514,105.2,593,684,689,626,498,1162,1300,1148,849,929,1624,787,423,46.2,2379,9207,8933,8626,3369,2834,8933,4507,4426,101.8,2834,1359,1475,92.1,11312,10977,335,10977,10712,50,35,1,5,0,17,89,0,27,121,3,42,0,11,32,1,0,0,0,0,0,91,335,38,68,0,166,1,29,11312,11010,130,123,103,14,286,11312,210,79,56,9,66,11102,10670,50,18,89,0,30,245,135,110,6375,8914,4498,4416
2022,Ramsey County,Minnesota,547202,269113,278089,96.8,35679,34980,35613,35557,37429,88763,71909,59502,32521,32743,48933,21847,11726,35.7,126500,434052,420702,397805,101805,82506,420702,204327,216375,94.4,82506,35725,46781,76.4,547202,507567,39635,507567,340510,65644,3074,7,1178,34,299,82033,3973,27,123,4935,1930,711,2204,3157,65123,151,27,25,11,88,16155,39635,12052,3767,6635,9461,536,823,547202,376936,83379,11243,90589,914,28897,547202,42013,27984,1954,1067,11008,505189,326115,64532,2101,81680,100,2153,28508,3117,25391,229364,391665,188389,203276
2022,Red Lake County,Minnesota,3912,2031,1881,108.0,223,261,297,240,157,342,545,411,309,275,469,243,140,42.9,953,3065,2959,2866,1027,852,2959,1522,1437,105.9,852,433,419,103.3,3912,3755,157,3755,3649,33,63,0,28,0,3,0,0,27,125,0,0,0,0,0,0,0,0,0,0,0,10,157,37,39,21,54,0,2,3912,3804,76,102,25,0,66,3912,149,128,2,2,17,3763,3566,32,60,0,0,0,105,7,98,1872,2944,1507,1437
2022,Redwood County,Minnesota,15428,7751,7677,101.0,994,1006,1197,1049,814,1618,1690,1648,1001,1102,1810,945,554,40.4,3863,12051,11565,11009,3932,3309,11565,5782,5783,100.0,3309,1511,1798,84.0,15428,14799,629,14799,13383,106,664,0,47,1,539,400,20,27,127,5,1,0,16,2,356,0,0,0,0,0,246,629,90,263,58,133,2,12,15428,13962,231,974,490,22,413,15428,598,458,25,0,115,14830,13247,106,566,400,0,33,478,42,436,7110,11475,5726,5749
2022,Renville County,Minnesota,14707,7557,7150,105.7,835,1033,978,877,716,1612,1655,1640,1087,1164,1639,967,504,42.3,3419,11628,11288,10805,3844,3110,11288,5784,5504,105.1,3110,1488,1622,91.7,14707,14096,611,14096,12960,93,109,0,17,0,69,118,0,27,129,0,13,0,30,0,75,0,0,0,0,0,816,611,57,92,21,370,3,0,14707,13563,173,246,184,15,1193,14707,1391,1186,0,29,176,13316,12647,90,109,118,0,29,323,92,231,6950,11077,5656,5421
2022,Rice County,Minnesota,67152,34493,32659,105.6,3676,3680,4480,5938,6353,7674,8249,7745,4244,4247,6427,3125,1314,37.1,14405,54428,52747,47685,13298,10866,52747,27254,25493,106.9,10866,5022,5844,85.9,67152,63947,3205,63947,55390,4258,354,0,75,0,17,1446,63,27,131,378,82,50,296,235,342,84,32,31,0,21,2415,3205,259,505,420,1485,4,239,67152,58312,4916,991,1991,167,4207,67152,5860,4609,107,31,1113,61292,53811,4258,159,1440,52,36,1536,377,1159,25064,49520,25437,24083
2022,Rock County,Minnesota,9659,4701,4958,94.8,540,699,733,702,497,1020,1147,1064,683,639,1012,621,302,40.9,2423,7550,7236,6808,2334,1935,7236,3538,3698,95.7,1935,884,1051,84.1,9659,9354,305,9354,9166,16,68,0,4,0,55,67,0,27,133,2,32,0,1,0,32,0,0,0,0,0,37,305,125,9,31,67,4,0,9659,9467,190,113,98,0,165,9659,326,145,17,0,164,9333,8950,16,65,67,0,0,235,37,198,4236,7187,3503,3684
2022,Roseau County,Minnesota,15294,8070,7224,111.7,836,1011,1123,1008,811,1513,1783,1990,1110,1321,1640,798,350,42.1,3653,12078,11641,11092,3636,2788,11641,6107,5534,110.4,2788,1356,1432,94.7,15294,14668,626,14668,13771,150,204,5,150,10,17,466,14,27,135,20,74,8,22,19,309,0,0,0,0,0,77,626,43,194,44,325,0,0,15294,14395,210,418,512,0,403,15294,248,156,58,3,31,15046,13710,129,199,462,0,34,512,229,283,7159,11446,6037,5409
2022,St. Louis County,Minnesota,200122,101050,99072,102.0,9545,10290,10919,13773,18067,22872,23235,22074,13401,15260,24246,11233,5207,41.2,37449,167449,162673,151327,49988,40686,162673,81791,80882,101.1,40686,19056,21630,88.1,200122,191793,8329,191793,182059,3170,3576,23,2407,7,94,1925,393,27,137,475,171,40,198,236,412,35,1,19,0,15,1028,8329,1732,2822,1146,1860,104,39,200122,190052,5326,6847,3267,214,3091,200122,3782,1853,329,181,1419,196340,180574,3132,3374,1914,34,363,6949,926,6023,103719,161050,81014,80036
2022,Scott County,Minnesota,151347,75749,75598,100.2,9401,11792,11602,11396,8645,17649,22479,21634,10439,8389,11132,4902,1887,37.3,40155,115995,111192,105576,23128,17921,111192,55705,55487,100.4,17921,8425,9496,88.7,151347,142938,8409,142938,121217,7644,786,0,48,0,279,9644,1586,27,139,1265,405,31,381,3528,2448,14,8,0,0,6,3633,8409,2029,1287,1264,2824,19,0,151347,129169,10482,2532,11485,363,6550,151347,8517,5056,646,152,2663,142830,117789,7635,556,9624,14,692,6520,1138,5382,54650,106434,53707,52727
2022,Sherburne County,Minnesota,97820,50268,47552,105.7,6375,6934,7532,6873,5916,12758,14116,13648,6786,5463,7287,2595,1537,36.6,25375,75472,72445,68855,14379,11419,72445,37509,34936,107.4,11419,5304,6115,86.7,97820,93159,4661,93159,86929,3143,303,0,188,44,34,1302,101,27,141,423,109,22,146,71,430,0,0,0,0,0,1482,4661,896,679,591,1809,65,0,97820,91442,4549,1496,1987,114,3411,97820,2918,1950,205,57,706,94902,85839,3119,247,1302,0,550,3845,1135,2710,36034,71350,36819,34531
2022,Sibley County,Minnesota,14950,7624,7326,104.1,861,961,1018,915,786,1696,1827,1765,1110,1217,1516,812,466,41.9,3426,11944,11524,11010,3403,2794,11524,5950,5574,106.7,2794,1308,1486,88.0,14950,14454,496,14454,13549,146,54,0,2,0,9,67,36,27,143,6,7,0,5,0,13,9,0,0,0,9,629,496,60,50,70,305,0,0,14950,14042,212,115,137,9,939,14950,1387,1199,43,31,114,13563,13082,143,39,67,9,15,208,22,186,6462,11115,5672,5443
2022,Stearns County,Minnesota,158622,80483,78139,103.0,10083,9750,10638,13237,16975,18808,18532,16685,10165,9174,13984,7590,3001,34.9,36804,126025,121818,110760,30242,24575,121818,61802,60016,103.0,24575,11457,13118,87.3,158622,152683,5939,152683,133861,12826,202,0,58,0,30,2983,167,27,145,461,135,65,291,479,1385,45,21,1,23,0,2766,5939,1760,805,1440,1276,104,100,158622,139500,15063,1371,4551,183,4293,158622,5978,3508,692,402,1376,152644,131729,12732,162,2973,37,339,4672,417,4255,65786,117456,59531,57925
2022,Steele County,Minnesota,37396,18799,18597,101.1,2167,2247,3054,2708,2009,4154,4699,4476,2724,2269,3854,1906,1129,39.9,9179,29205,28217,26803,8350,6889,28217,14275,13942,102.4,6889,3122,3767,82.9,37396,35293,2103,35293,32952,1198,58,0,19,0,0,162,4,27,147,8,9,0,91,6,44,16,0,0,0,16,907,2103,457,154,285,1142,5,0,37396,35015,1676,228,500,51,2063,37396,3093,2660,93,6,334,34303,31819,1140,52,158,0,53,1081,148,933,15731,27385,13750,13635
2022,Stevens County,Minnesota,9682,4977,4705,105.8,577,506,670,972,1173,1068,1136,834,475,596,879,545,251,33.8,2121,7792,7561,6798,2042,1675,7561,3851,3710,103.8,1675,769,906,84.9,9682,9189,493,9189,8346,179,158,0,76,0,13,103,0,27,149,33,2,2,0,0,66,39,6,0,0,33,364,493,24,134,5,269,8,16,9682,8799,236,323,108,63,677,9682,768,594,36,17,121,8914,8272,151,144,103,33,9,202,17,185,4202,7228,3630,3598
2022,Swift County,Minnesota,9806,5031,4775,105.4,567,495,727,635,555,982,1102,1077,714,689,1146,713,404,43.8,2246,7847,7560,7270,2667,2263,7560,3811,3749,101.7,2263,997,1266,78.8,9806,9366,440,9366,9009,86,44,0,5,0,0,0,0,27,151,0,0,0,0,0,0,78,0,0,0,78,149,440,211,42,8,167,1,0,9806,9437,298,98,8,78,327,9806,558,418,0,2,138,9248,8642,85,44,0,78,12,387,134,253,4683,7313,3652,3661
2022,Todd County,Minnesota,25277,13100,12177,107.6,1661,1488,1906,1444,1226,2580,2723,2704,1833,2132,3159,1796,625,43.3,6026,19897,19251,18566,6767,5580,19251,9965,9286,107.3,5580,2792,2788,100.1,25277,23613,1664,23613,22736,114,66,0,31,0,15,122,54,27,153,27,9,0,8,16,8,54,1,0,0,53,521,1664,115,124,45,1329,0,40,25277,24359,275,197,168,58,1890,25277,1880,1344,207,5,324,23397,22179,112,59,122,54,56,815,523,292,12841,18586,9566,9020
2022,Traverse County,Minnesota,3345,1660,1685,98.5,220,182,203,195,204,299,359,355,250,256,398,226,198,45.3,721,2685,2624,2534,965,822,2624,1319,1305,101.1,822,380,442,86.0,3345,3247,98,3247,2951,19,225,0,20,0,81,0,0,27,155,0,0,0,0,0,0,0,0,0,0,0,52,98,14,64,12,8,0,0,3345,3049,33,289,12,0,60,3345,147,115,27,5,0,3198,2885,19,185,0,0,18,91,1,90,1889,2580,1300,1280
2022,Wabasha County,Minnesota,21460,10876,10584,102.8,1140,1178,1444,1291,939,2249,2409,2617,1627,1754,2706,1607,499,45.4,4633,17401,16827,16210,5864,4812,16827,8450,8377,100.9,4812,2299,2513,91.5,21460,21027,433,21027,20479,51,70,0,42,1,0,122,13,27,157,13,25,5,17,3,46,92,0,0,0,92,213,433,85,59,56,180,26,0,21460,20875,173,176,189,103,409,21460,677,299,77,25,276,20783,20169,45,48,117,92,15,297,55,242,10183,16621,8299,8322
2022,Wadena County,Minnesota,14108,6998,7110,98.4,931,1117,972,1055,661,1528,1527,1584,780,1117,1562,797,477,40.0,3708,10838,10400,9884,3473,2836,10400,5130,5270,97.3,2836,1292,1544,83.7,14108,13256,852,13256,12999,76,43,8,10,0,1,71,0,27,159,3,24,0,24,0,20,0,0,0,0,0,67,852,174,181,44,441,8,0,14108,13839,260,236,115,0,512,14108,311,254,28,0,29,13797,12928,76,24,71,0,4,694,287,407,6971,10244,4987,5257
2022,Waseca County,Minnesota,18953,9140,9813,93.1,1091,1282,1190,1298,1004,2306,2595,2274,1000,1478,1997,983,455,40.2,4369,15087,14584,13926,4428,3435,14584,6957,7627,91.2,3435,1649,1786,92.3,18953,18339,614,18339,17125,159,173,0,87,0,17,160,25,27,161,71,7,2,12,3,40,0,0,0,0,0,722,614,151,312,43,108,0,0,18953,17739,310,485,203,0,830,18953,1230,1066,1,0,163,17723,16771,159,173,159,0,10,451,22,429,7899,14254,6864,7390
2022,Washington County,Minnesota,268651,133828,134823,99.3,15253,19021,18599,17876,15767,30410,36716,35555,19872,17254,25417,12375,4536,39.8,64842,211727,203809,194648,52843,42328,203809,100892,102917,98.0,42328,19413,22915,84.7,268651,255256,13395,255256,218918,12941,723,14,270,0,83,18594,2597,27,163,2069,551,246,945,1339,10847,116,0,38,28,50,3964,13395,3471,1763,2084,4369,235,147,268651,231313,17551,3220,21241,318,9079,268651,12480,8290,702,275,3213,256171,214472,12826,489,18550,83,798,8953,1252,7701,104880,197904,98074,99830
2022,Watonwan County,Minnesota,11205,5708,5497,103.8,810,780,720,685,645,1291,1166,1253,669,909,1175,678,424,41.0,2743,8685,8462,8099,2903,2277,8462,4252,4210,101.0,2277,1080,1197,90.2,11205,10211,994,10211,9068,45,10,0,0,0,0,157,0,27,165,5,43,0,2,0,107,0,0,0,0,0,931,994,13,14,75,884,0,0,11205,10060,64,24,234,0,1823,11205,3044,2332,47,0,665,8161,7806,45,7,157,0,16,130,41,89,4879,7669,3793,3876
2022,Wilkin County,Minnesota,6454,3426,3028,113.1,372,348,444,382,393,674,812,750,574,485,676,259,285,41.9,1398,5178,5056,4860,1506,1220,5056,2674,2382,112.3,1220,601,619,97.1,6454,6221,233,6221,6018,31,36,0,10,0,0,4,0,27,167,4,0,0,0,0,0,0,0,0,0,0,132,233,25,179,0,29,0,0,6454,6251,56,215,4,0,161,6454,233,188,0,0,45,6221,5932,31,18,4,0,27,209,5,204,2992,5044,2667,2377
2022,Winona County,Minnesota,49792,24786,25006,99.1,2300,2435,2593,4489,6955,5820,5041,4977,2985,3357,5145,2373,1322,35.6,8826,41832,40966,36460,10816,8840,40966,20296,20670,98.2,8840,4157,4683,88.8,49792,48160,1632,48160,45634,678,225,0,82,59,10,1180,85,27,169,187,76,18,83,25,706,4,0,2,0,2,439,1632,342,218,317,540,0,13,49792,47253,1191,592,1498,58,1007,49792,1588,1048,148,0,392,48204,44936,678,119,1180,4,72,1215,159,1056,21702,40115,19842,20273
2022,Wright County,Minnesota,142543,72791,69752,104.4,9495,11564,11109,10340,7234,16901,20535,19041,9407,8367,11190,5706,1654,37.4,39153,108369,103390,98559,23586,18550,103390,52358,51032,102.6,18550,8614,9936,86.7,142543,136273,6270,136273,129698,2033,380,0,92,0,29,1929,119,27,171,491,296,14,276,168,565,7,0,0,0,7,2226,6270,2025,716,969,2262,0,0,142543,135873,4240,1265,3012,78,4687,142543,4761,2881,384,63,1433,137782,128129,2010,204,1902,7,599,4931,1195,3736,54942,101939,51656,50283
2022,Yellow Medicine County,Minnesota,9569,4849,4720,102.7,570,612,694,549,532,1096,1092,1046,579,840,1066,587,306,42.3,2221,7575,7348,7044,2485,1959,7348,3767,3581,105.2,1959,938,1021,91.9,9569,9179,390,9179,8574,78,280,0,15,0,184,53,0,27,173,7,6,3,34,0,3,0,0,0,0,0,194,390,38,172,30,80,4,0,9569,8943,169,522,83,0,336,9569,491,388,0,0,103,9078,8474,78,216,53,0,0,257,10,247,4526,7212,3712,3500
2022,Adams County,Mississippi,29425,13867,15558,89.1,1855,1748,1685,1965,1870,3480,3335,3243,1605,2668,3547,1795,629,41.5,6368,23684,23057,21744,7676,5971,23057,10934,12123,90.2,5971,2520,3451,73.0,29425,28706,719,28706,11452,15707,57,0,0,0,0,264,0,28,1,100,0,0,0,158,6,0,0,0,0,0,1226,719,232,126,9,149,30,56,29425,11978,16142,223,380,0,1431,29425,2051,823,72,16,1140,27374,10834,15707,57,264,0,158,354,56,298,14893,21669,9567,12102
2022,Alcorn County,Mississippi,34717,16911,17806,95.0,1896,2231,2264,2244,2013,4485,4093,4580,2102,2403,3737,1840,829,40.1,7893,27882,26824,25796,7813,6406,26824,12963,13861,93.5,6406,2751,3655,75.3,34717,32711,2006,32711,28217,3357,124,18,0,0,0,139,0,28,3,53,56,0,0,30,0,44,0,0,44,0,830,2006,579,726,96,488,0,0,34717,30116,4046,853,349,44,1325,34717,1211,705,5,37,464,33506,28038,3274,20,139,44,31,1960,451,1509,16256,26638,12891,13747
2022,Amite County,Mississippi,12683,5948,6735,88.3,666,821,939,363,760,1204,1110,1583,1261,860,1895,860,361,48.2,2600,10197,10083,9855,3604,3116,10083,4851,5232,92.7,3116,1426,1690,84.4,12683,12499,184,12499,7348,5101,18,3,0,0,0,4,0,28,5,0,4,0,0,0,0,0,0,0,0,0,28,184,115,57,9,0,3,0,12683,7529,5219,78,13,0,28,12683,9,7,0,2,0,12674,7348,5101,11,4,0,26,184,0,184,7231,10059,4837,5222
2022,Attala County,Mississippi,17842,8537,9305,91.7,1085,1139,1496,1215,1195,1835,2053,2089,1218,1091,1970,1078,378,39.1,4494,13759,13348,12493,4137,3426,13348,6309,7039,89.6,3426,1500,1926,77.9,17842,17249,593,17249,9480,7528,21,0,0,0,0,47,0,28,7,26,0,0,0,0,21,0,0,0,0,0,173,593,174,109,0,120,119,0,17842,9954,7846,285,82,0,339,17842,397,173,32,45,147,17445,9387,7528,21,47,0,0,462,24,438,8354,13332,6309,7023
2022,Benton County,Mississippi,7637,3780,3857,98.0,325,505,465,407,517,689,1134,895,538,578,1022,471,91,41.7,1605,6299,6032,5828,1968,1584,6032,2962,3070,96.5,1584,706,878,80.4,7637,7381,256,7381,4645,2544,0,0,0,0,0,30,0,28,9,0,30,0,0,0,0,5,0,5,0,0,157,256,35,153,8,3,9,0,7637,4844,2636,162,38,53,160,7637,239,188,33,14,4,7398,4593,2514,0,30,5,3,253,0,253,4080,5713,2658,3055
2022,Bolivar County,Mississippi,30688,14462,16226,89.1,1978,1874,2430,2204,2150,4064,3585,3434,1956,1982,3151,1338,542,36.6,7516,23986,23172,21789,6429,5031,23172,10655,12517,85.1,5031,2024,3007,67.3,30688,29635,1053,29635,9533,19406,4,0,0,0,0,246,98,28,11,31,6,0,0,93,18,0,0,0,0,0,446,1053,162,136,72,597,18,57,30688,10505,19649,163,324,0,1105,30688,698,491,40,18,149,29990,9443,19386,4,246,0,82,829,430,399,13685,22835,10491,12344
2022,Calhoun County,Mississippi,13193,6523,6670,97.8,654,721,1007,849,771,1549,1426,1781,981,866,1417,864,307,42.8,2985,10644,10208,9905,3088,2588,10208,4825,5383,89.6,2588,1102,1486,74.2,13193,12986,207,12986,8449,3746,0,0,0,0,0,0,0,28,13,0,0,0,0,0,0,0,0,0,0,0,791,207,40,73,1,71,16,0,13193,8635,3802,90,6,0,868,13193,854,640,32,5,177,12339,8419,3746,0,0,0,7,167,37,130,6743,9845,4625,5220
2022,Carroll County,Mississippi,9930,5307,4623,114.8,403,481,409,705,541,968,1364,1187,728,759,1288,743,354,45.5,1771,8575,8159,7846,2923,2385,8159,4269,3890,109.7,2385,1135,1250,90.8,9930,9847,83,9847,6290,3557,0,0,0,0,0,0,0,28,15,0,0,0,0,0,0,0,0,0,0,0,0,83,42,20,0,0,21,0,9930,6352,3620,41,0,0,0,9930,11,5,6,0,0,9919,6281,3555,0,0,0,0,83,0,83,4946,8159,4269,3890
2022,Chickasaw County,Mississippi,17024,8270,8754,94.5,1272,990,1318,965,1011,2177,1923,2091,915,1211,1929,830,392,39.3,4223,13269,12801,12167,3852,3151,12801,6217,6584,94.4,3151,1391,1760,79.0,17024,16685,339,16685,8557,7517,5,0,0,0,0,30,0,28,17,0,12,18,0,0,0,0,0,0,0,0,576,339,186,63,59,20,1,0,17024,8895,7704,79,89,4,602,17024,864,655,48,0,161,16160,8358,7445,5,30,0,0,322,3,319,7794,12430,5999,6431
2022,Choctaw County,Mississippi,8208,4080,4128,98.8,360,574,553,492,470,874,966,921,516,661,979,665,177,43.0,1739,6615,6469,6162,2217,1821,6469,3104,3365,92.2,1821,802,1019,78.7,8208,8089,119,8089,5536,2397,9,0,9,0,0,35,0,28,19,0,35,0,0,0,0,0,0,0,0,0,112,119,73,30,0,16,0,0,8208,5655,2470,39,35,0,128,8208,145,67,0,0,78,8063,5502,2397,9,35,0,15,105,2,103,4350,6469,3104,3365
2022,Claiborne County,Mississippi,9044,4405,4639,95.0,552,423,630,1304,1016,704,1028,775,426,548,1018,431,189,33.9,1942,7262,7102,5913,1990,1638,7102,3340,3762,88.8,1638,743,895,83.0,9044,8788,256,8788,1008,7763,0,0,0,0,0,11,0,28,21,0,0,11,0,0,0,0,0,0,0,0,6,256,22,13,0,14,81,0,9044,1117,7941,103,137,51,20,9044,20,0,12,0,8,9024,1000,7751,0,11,0,6,256,14,242,3948,7072,3335,3737
2022,Clarke County,Mississippi,15553,7289,8264,88.2,924,709,1242,1051,869,1838,1572,1852,924,1351,1886,1169,166,42.1,3472,12518,12081,11342,3980,3221,12081,5606,6475,86.6,3221,1438,1783,80.7,15553,15230,323,15230,9861,5342,11,0,0,0,0,13,13,28,23,0,0,0,0,0,0,0,0,0,0,0,3,323,32,120,3,108,14,0,15553,10170,5408,161,46,0,137,15553,252,145,0,0,107,15301,9730,5342,11,13,0,0,205,45,160,7631,12057,5603,6454
2022,Clay County,Mississippi,18598,8803,9795,89.9,1079,1046,1319,1512,911,2231,2269,2190,1127,1388,2107,917,502,39.5,4214,14892,14384,13435,4367,3526,14384,6667,7717,86.4,3526,1507,2019,74.6,18598,18247,351,18247,7075,11161,4,0,0,0,0,7,7,28,25,0,0,0,0,0,0,0,0,0,0,0,0,351,112,76,0,2,50,25,18598,7332,11405,216,26,0,37,18598,29,11,0,0,18,18569,7067,11161,4,7,0,0,330,25,305,9018,14370,6653,7717
2022,Coahoma County,Mississippi,21264,9982,11282,88.5,1565,1348,1848,1624,1446,2635,2429,2303,1350,1357,2055,821,483,35.7,5658,16214,15606,14516,4215,3359,15606,7207,8399,85.8,3359,1436,1923,74.7,21264,20505,759,20505,4206,16148,74,0,0,0,0,40,40,28,27,0,0,0,0,0,0,0,0,0,0,0,37,759,155,247,6,335,5,2,21264,4958,16310,326,46,9,374,21264,381,106,0,0,275,20883,4170,16148,74,40,0,13,438,31,407,10200,15309,6916,8393
2022,Copiah County,Mississippi,28210,13135,15075,87.1,1650,1892,1675,2594,1871,3030,3141,3259,2308,1658,3096,1633,403,39.6,6352,22695,21858,19896,5892,5132,21858,10355,11503,90.0,5132,2256,2876,78.4,28210,27586,624,27586,12424,14400,5,0,0,0,0,53,0,28,29,17,28,8,0,0,0,0,0,0,0,0,704,624,146,120,12,238,0,0,28210,13029,14559,214,84,0,1037,28210,1030,687,10,0,333,27180,12260,14400,5,36,0,164,315,24,291,12411,21732,10317,11415
2022,Covington County,Mississippi,18323,9001,9322,96.6,1186,993,1520,1088,1352,2108,2378,2126,1265,1130,1790,1133,254,37.8,4459,14237,13864,13188,3863,3177,13864,6689,7175,93.2,3177,1439,1738,82.8,18323,17691,632,17691,11101,6394,123,0,0,0,0,22,0,28,31,22,0,0,0,0,0,32,0,32,0,0,19,632,38,101,62,238,15,0,18323,11710,6455,247,92,210,257,18323,465,226,30,0,209,17858,10901,6394,0,22,32,16,493,99,394,8335,13782,6671,7111
2022,DeSoto County,Mississippi,186214,90194,96020,93.9,10900,12510,14441,13927,12025,23879,26156,25739,11044,11118,15152,7384,1939,37.1,46894,145064,139320,131871,31225,24475,139320,66291,73029,90.8,24475,10653,13822,77.1,186214,179047,7167,179047,114180,57584,322,68,0,0,30,2384,366,28,33,393,386,192,163,559,325,11,11,0,0,0,4566,7167,2351,590,1129,2357,135,144,186214,120979,60435,1077,3825,267,7170,186214,9693,7106,560,244,1783,176521,111287,57322,246,2384,11,281,4990,706,4284,72572,135927,64724,71203
2022,Forrest County,Mississippi,77917,36624,41293,88.7,4917,4250,5489,6124,9897,11041,9131,8121,4012,4341,6029,3322,1243,31.9,17491,62312,60426,54967,12960,10594,60426,27684,32742,84.6,10594,4521,6073,74.4,77917,74777,3140,74777,45305,28140,81,3,0,0,0,726,39,28,35,237,116,29,72,167,66,208,0,0,0,208,317,3140,940,306,335,1093,168,7,77917,48085,29383,603,1188,320,1573,77917,2503,1405,359,94,645,75414,44322,28101,67,668,165,17,2074,188,1886,33542,59113,27038,32075
2022,Franklin County,Mississippi,7690,3870,3820,101.3,436,392,614,591,403,673,1002,864,690,437,886,591,111,42.7,1774,6071,5916,5520,1829,1588,5916,2883,3033,95.1,1588,739,849,87.0,7690,7587,103,7587,4809,2749,9,9,0,0,0,0,0,28,37,0,0,0,0,0,0,0,0,0,0,0,20,103,22,79,0,2,0,0,7690,4912,2771,88,0,0,22,7690,2,0,0,0,2,7688,4809,2749,9,0,0,18,103,2,101,4287,5915,2882,3033
